ID;Actif (0/1);Nom;Catégories (x,y,z...);Prix de vente TTC;ID règles de taxes;Prix d'achat;Référence;fournisseur;Fabricant;EAN-13;Quantité;Caractéristique
2194;0;Bulgari 0BV6094B 201413;82,69;239;1;147.83;0BV6094B 201413;3;30;8053672768947;10;Longueur des branches:135mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:266mm,Hauteur d'un verre:49.9mm,Matière:Métal,Forme:Papillon,Genre:Femme,Couleur:marron_582900
2195;0;Bulgari 0BV8194B 54328H;82,69;189;1;118.67;0BV8194B 54328H;3;30;8053672767995;10;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:271mm,Hauteur d'un verre:49.6mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:violet_660099
2196;0;Bulgari 0BV6099 201318;82,69;219;1;135.33;0BV6099 201318;3;30;8053672813166;10;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:16mm,Largeur totale:270mm,Hauteur d'un verre:48.1mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:orange_ED7F10
2197;0;Bulgari 0BV8199B 54383B;82,69;219;1;135.33;0BV8199B 54383B;3;30;8053672826418;10;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:18mm,Largeur totale:268mm,Hauteur d'un verre:52.1mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:rose_FD6C9E
2198;0;Bulgari 0BV8198B 54408G;82,69;319;1;200;0BV8198B 54408G;3;30;8053672814675;10;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:18mm,Largeur totale:272mm,Hauteur d'un verre:51.2mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:gris_606060
2199;0;Bulgari 0BV7031 501/81;82,68;239;1;147.83;0BV7031 501/81;3;30;8053672812879;10;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:19mm,Largeur totale:269mm,Hauteur d'un verre:47.3mm,Matière:Plastique,Forme:Carré,Genre:Homme,Couleur:gris_606060
2200;0;Bulgari 0BV5043TK 200681;82,68;659;1;415;0BV5043TK 200681;3;30;8053672816693;10;Longueur des branches:145mm,Largeur d'un verre:57mm,Largeur du pont:14mm,Largeur totale:273mm,Hauteur d'un verre:50.9mm,Matière:Titane,Forme:Pilote,Genre:Homme,Couleur:gris_606060
2201;0;Bulgari 0BV6097KB 395/T3;82,69;539;1;340;0BV6097KB 395/T3;3;30;8053672816785;10;Longueur des branches:125mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:256mm,Hauteur d'un verre:47.2mm,Matière:Métal,Forme:Papillon,Genre:Femme,Couleur:gris_606060
2202;0;Bulgari 0BV8195KB 5195T3;82,69;539;1;340;0BV8195KB 5195T3;3;30;8053672816815;10;Longueur des branches:130mm,Largeur d'un verre:56mm,Largeur du pont:19mm,Largeur totale:261mm,Hauteur d'un verre:49.6mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:gris_606060
2203;0;Bulgari 0BV6103 20374Z;82,69;219;1;135.33;0BV6103 20374Z;3;30;8053672857788;10;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:271mm,Hauteur d'un verre:48.5mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:gris_606060
